datetime,co,Lat,Long,day,month,year,hour,gmt,no2,o3,pm10,pm25,so2
2017-08-11 00:00:00,0.29,34.06643,-118.22675,1,08,2017,00,-08:00,0.01,0.051,33.0,17.0,0.0
2017-08-10 22:00:00,0.26,34.06643,-118.22675,0,08,2017,22,-08:00,0.009000000000000001,0.062,37.0,19.0,0.0
2017-08-12 04:00:00,0.32,34.06643,-118.22675,2,08,2017,04,-08:00,0.011000000000000001,0.025,28.0,13.0,0.0
2017-08-12 11:00:00,0.38,34.06643,-118.22675,2,08,2017,11,-08:00,0.013000000000000001,0.011000000000000001,27.0,16.0,0.0
2017-08-11 01:00:00,0.28,34.06643,-118.22675,1,08,2017,01,-08:00,0.01,0.05,35.0,18.0,0.0
2017-08-12 02:00:00,0.27,34.06643,-118.22675,2,08,2017,02,-08:00,0.009000000000000001,0.031,29.0,12.0,0.0
2017-09-02 13:00:00,0.66,34.06643,-118.22675,2,09,2017,13,-08:00,0.043,0.002,56.0,26.0,0.001
2017-09-02 09:00:00,0.87,34.06643,-118.22675,2,09,2017,09,-08:00,0.048,0.002,63.0,25.0,0.001
2017-08-12 06:00:00,0.32,34.06643,-118.22675,2,08,2017,06,-08:00,0.012,0.018000000000000002,22.0,11.0,0.0
2017-08-12 05:00:00,0.3,34.06643,-118.22675,2,08,2017,05,-08:00,0.011000000000000001,0.022000000000000002,27.0,13.0,0.0
2017-08-10 21:00:00,0.29,34.06643,-118.22675,0,08,2017,21,-08:00,0.01,0.064,49.0,27.0,0.001
2017-08-11 07:00:00,0.27,34.06643,-118.22675,1,08,2017,07,-08:00,0.015,0.019,27.0,16.0,0.0
2017-08-11 10:00:00,0.33,34.06643,-118.22675,1,08,2017,10,-08:00,0.011000000000000001,0.013000000000000001,27.0,15.0,0.0
2017-09-12 11:00:00,0.21,34.06643,-118.22675,2,09,2017,11,-08:00,0.008,0.019,21.0,17.0,0.0
2017-08-21 10:00:00,0.18,34.06643,-118.22675,1,08,2017,10,-08:00,0.006,0.027000000000000003,16.0,13.0,0.0
2017-08-12 08:00:00,0.33,34.06643,-118.22675,2,08,2017,08,-08:00,0.017,0.013999999999999999,22.0,18.0,0.0
2017-08-16 14:00:00,0.23,34.06643,-118.22675,6,08,2017,14,-08:00,0.018000000000000002,0.011000000000000001,15.0,16.0,0.0
2017-09-26 18:00:00,0.46,34.06643,-118.22675,6,09,2017,18,-08:00,0.032,0.044000000000000004,60.0,25.0,0.0
2017-09-12 10:00:00,0.23,34.06643,-118.22675,2,09,2017,10,-08:00,0.009000000000000001,0.019,22.0,14.0,0.0
2017-08-19 02:00:00,0.18,34.06643,-118.22675,9,08,2017,02,-08:00,0.008,0.034,29.0,15.0,0.0
2017-08-12 03:00:00,0.24,34.06643,-118.22675,2,08,2017,03,-08:00,0.009000000000000001,0.028999999999999998,27.0,14.0,0.0
2017-08-11 02:00:00,0.27,34.06643,-118.22675,1,08,2017,02,-08:00,0.009000000000000001,0.045,35.0,21.0,0.0
2017-08-12 09:00:00,0.34,34.06643,-118.22675,2,08,2017,09,-08:00,0.019,0.011000000000000001,27.0,18.0,0.0
2017-08-10 23:00:00,0.27,34.06643,-118.22675,0,08,2017,23,-08:00,0.009000000000000001,0.055999999999999994,36.0,17.0,0.0
2017-08-21 15:00:00,0.27,34.06643,-118.22675,1,08,2017,15,-08:00,0.017,0.017,32.0,19.0,0.0
2017-09-02 17:00:00,0.28,34.06643,-118.22675,2,09,2017,17,-08:00,0.017,0.046,48.0,16.0,0.001
2017-09-06 02:00:00,0.26,34.06643,-118.22675,6,09,2017,02,-08:00,0.009000000000000001,0.025,18.0,8.0,0.0
2017-08-12 15:00:00,0.39,34.06643,-118.22675,2,08,2017,15,-08:00,0.021,0.013000000000000001,49.0,39.0,0.0
2017-09-05 14:00:00,0.34,34.06643,-118.22675,5,09,2017,14,-08:00,0.013999999999999999,0.019,32.0,22.0,0.0
2017-09-12 00:00:00,0.23,34.06643,-118.22675,2,09,2017,00,-08:00,0.006999999999999999,0.057,24.0,16.0,0.0
2017-09-12 03:00:00,0.22,34.06643,-118.22675,2,09,2017,03,-08:00,0.013999999999999999,0.032,22.0,15.0,0.0
2017-08-11 23:00:00,0.25,34.06643,-118.22675,1,08,2017,23,-08:00,0.006999999999999999,0.057,37.0,24.0,0.0
2017-08-12 10:00:00,0.39,34.06643,-118.22675,2,08,2017,10,-08:00,0.013999999999999999,0.013000000000000001,27.0,17.0,0.0
2017-09-05 13:00:00,0.32,34.06643,-118.22675,5,09,2017,13,-08:00,0.013000000000000001,0.016,30.0,16.0,0.0
2017-08-12 13:00:00,0.43,34.06643,-118.22675,2,08,2017,13,-08:00,0.015,0.009000000000000001,30.0,18.0,0.0
2017-09-05 04:00:00,0.24,34.06643,-118.22675,5,09,2017,04,-08:00,0.01,0.024,22.0,17.0,0.0
2017-09-02 10:00:00,0.6,34.06643,-118.22675,2,09,2017,10,-08:00,0.04,0.005,52.0,23.0,0.001
2017-09-12 12:00:00,0.23,34.06643,-118.22675,2,09,2017,12,-08:00,0.008,0.021,22.0,10.0,0.0
2017-09-02 12:00:00,0.8,34.06643,-118.22675,2,09,2017,12,-08:00,0.040999999999999995,0.002,41.0,21.0,0.001
2017-08-17 02:00:00,0.16,34.06643,-118.22675,7,08,2017,02,-08:00,0.008,0.036000000000000004,30.0,16.0,0.0
2017-08-20 23:00:00,0.15,34.06643,-118.22675,0,08,2017,23,-08:00,0.004,0.049,21.0,10.0,0.0
2017-09-07 04:00:00,0.34,34.06643,-118.22675,7,09,2017,04,-08:00,0.026000000000000002,0.013999999999999999,40.0,21.0,0.0
2017-08-16 13:00:00,0.18,34.06643,-118.22675,6,08,2017,13,-08:00,0.015,0.015,20.0,11.0,0.0
2017-09-02 06:00:00,0.92,34.06643,-118.22675,2,09,2017,06,-08:00,0.054000000000000006,0.002,61.0,23.0,0.001
2017-08-21 16:00:00,0.31,34.06643,-118.22675,1,08,2017,16,-08:00,0.02,0.02,41.0,24.0,0.0
2017-09-02 16:00:00,0.43,34.06643,-118.22675,2,09,2017,16,-08:00,0.024,0.031,58.0,28.0,0.001
2017-09-12 04:00:00,0.25,34.06643,-118.22675,2,09,2017,04,-08:00,0.015,0.031,22.0,14.0,0.0
2017-09-12 05:00:00,0.25,34.06643,-118.22675,2,09,2017,05,-08:00,0.021,0.025,23.0,16.0,0.0
2017-08-12 01:00:00,0.25,34.06643,-118.22675,2,08,2017,01,-08:00,0.008,0.040999999999999995,30.0,15.0,0.0
2017-08-16 05:00:00,0.19,34.06643,-118.22675,6,08,2017,05,-08:00,0.01,0.021,17.0,8.0,0.0
2017-09-06 01:00:00,0.24,34.06643,-118.22675,6,09,2017,01,-08:00,0.006,0.03,17.0,10.0,0.0
2017-09-05 08:00:00,0.22,34.06643,-118.22675,5,09,2017,08,-08:00,0.006,0.023,21.0,14.0,0.0
2017-09-05 03:00:00,0.21,34.06643,-118.22675,5,09,2017,03,-08:00,0.009000000000000001,0.027000000000000003,25.0,19.0,0.0
2017-08-12 00:00:00,0.23,34.06643,-118.22675,2,08,2017,00,-08:00,0.006999999999999999,0.045,34.0,17.0,0.0
2017-09-11 23:00:00,0.24,34.06643,-118.22675,1,09,2017,23,-08:00,0.006999999999999999,0.069,29.0,14.0,0.0
2017-09-06 00:00:00,0.22,34.06643,-118.22675,6,09,2017,00,-08:00,0.006,0.034,21.0,11.0,0.0
2017-09-12 13:00:00,0.3,34.06643,-118.22675,2,09,2017,13,-08:00,0.013999999999999999,0.015,23.0,13.0,0.0
2017-09-05 07:00:00,0.28,34.06643,-118.22675,5,09,2017,07,-08:00,0.011000000000000001,0.018000000000000002,25.0,26.0,0.0
2017-08-19 00:00:00,0.18,34.06643,-118.22675,9,08,2017,00,-08:00,0.006999999999999999,0.038,28.0,16.0,0.0
2017-08-21 11:00:00,0.17,34.06643,-118.22675,1,08,2017,11,-08:00,0.006999999999999999,0.026000000000000002,24.0,19.0,0.0
2017-08-21 17:00:00,0.33,34.06643,-118.22675,1,08,2017,17,-08:00,0.022000000000000002,0.02,43.0,20.0,0.0
2017-08-21 05:00:00,0.14,34.06643,-118.22675,1,08,2017,05,-08:00,0.006,0.03,14.0,12.0,0.0
2017-08-11 05:00:00,0.28,34.06643,-118.22675,1,08,2017,05,-08:00,0.01,0.024,27.0,16.0,0.0
2017-08-16 04:00:00,0.2,34.06643,-118.22675,6,08,2017,04,-08:00,0.01,0.021,17.0,10.0,0.0
2017-08-21 14:00:00,0.22,34.06643,-118.22675,1,08,2017,14,-08:00,0.012,0.02,30.0,19.0,0.0
2017-09-02 04:00:00,0.54,34.06643,-118.22675,2,09,2017,04,-08:00,0.049,0.008,53.0,22.0,0.0
2017-08-19 23:00:00,0.16,34.06643,-118.22675,9,08,2017,23,-08:00,0.005,0.048,27.0,17.0,0.0
2017-09-06 23:00:00,0.19,34.06643,-118.22675,6,09,2017,23,-08:00,0.006,0.040999999999999995,30.0,15.0,0.0
2017-09-26 14:00:00,1.15,34.06643,-118.22675,6,09,2017,14,-08:00,0.042,0.002,61.0,12.0,0.0
2017-09-15 23:00:00,0.17,34.06643,-118.22675,5,09,2017,23,-08:00,0.006,0.043,23.0,11.0,0.0
2017-09-12 08:00:00,0.29,34.06643,-118.22675,2,09,2017,08,-08:00,0.012,0.02,26.0,18.0,0.0
2017-08-16 06:00:00,0.19,34.06643,-118.22675,6,08,2017,06,-08:00,0.009000000000000001,0.021,15.0,7.0,0.0
2017-08-21 04:00:00,0.14,34.06643,-118.22675,1,08,2017,04,-08:00,0.004,0.032,14.0,11.0,0.0
2017-09-26 01:00:00,0.23,34.06643,-118.22675,6,09,2017,01,-08:00,0.009000000000000001,0.053,20.0,4.0,0.0
2017-09-05 05:00:00,0.24,34.06643,-118.22675,5,09,2017,05,-08:00,0.012,0.021,21.0,17.0,0.0
2017-09-02 14:00:00,0.66,34.06643,-118.22675,2,09,2017,14,-08:00,0.042,0.006,62.0,30.0,0.001
2017-08-16 11:00:00,0.12,34.06643,-118.22675,6,08,2017,11,-08:00,0.006999999999999999,0.023,10.0,8.0,0.0
2017-09-02 00:00:00,0.26,34.06643,-118.22675,2,09,2017,00,-08:00,0.01,0.075,48.0,17.0,0.0
2017-08-15 23:00:00,0.18,34.06643,-118.22675,5,08,2017,23,-08:00,0.009000000000000001,0.034,21.0,12.0,0.0
2017-08-12 16:00:00,0.4,34.06643,-118.22675,2,08,2017,16,-08:00,0.02,0.02,49.0,34.0,0.0
2017-09-02 15:00:00,0.66,34.06643,-118.22675,2,09,2017,15,-08:00,0.040999999999999995,0.01,66.0,29.0,0.001
2017-08-21 13:00:00,0.21,34.06643,-118.22675,1,08,2017,13,-08:00,0.01,0.022000000000000002,23.0,15.0,0.0
2017-09-05 00:00:00,0.18,34.06643,-118.22675,5,09,2017,00,-08:00,0.005,0.04,25.0,17.0,0.0
2017-09-12 09:00:00,0.26,34.06643,-118.22675,2,09,2017,09,-08:00,0.012,0.017,22.0,14.0,0.0
2017-08-21 09:00:00,0.16,34.06643,-118.22675,1,08,2017,09,-08:00,0.006999999999999999,0.027999999999999997,20.0,21.0,0.0
2017-08-17 03:00:00,0.15,34.06643,-118.22675,7,08,2017,03,-08:00,0.006999999999999999,0.033,31.0,15.0,0.0
2017-08-21 08:00:00,0.16,34.06643,-118.22675,1,08,2017,08,-08:00,0.006999999999999999,0.027000000000000003,23.0,9.0,0.0
2017-09-07 02:00:00,0.25,34.06643,-118.22675,7,09,2017,02,-08:00,0.016,0.027999999999999997,31.0,21.0,0.0
2017-09-12 06:00:00,0.35,34.06643,-118.22675,2,09,2017,06,-08:00,0.022000000000000002,0.018000000000000002,33.0,18.0,0.0
2017-09-12 01:00:00,0.23,34.06643,-118.22675,2,09,2017,01,-08:00,0.011000000000000001,0.042,19.0,13.0,0.0
2017-09-05 11:00:00,0.21,34.06643,-118.22675,5,09,2017,11,-08:00,0.008,0.019,37.0,22.0,0.0
2017-09-05 12:00:00,0.27,34.06643,-118.22675,5,09,2017,12,-08:00,0.011000000000000001,0.015,24.0,17.0,0.0
2017-08-12 14:00:00,0.46,34.06643,-118.22675,2,08,2017,14,-08:00,0.02,0.009000000000000001,37.0,23.0,0.0
2017-08-21 19:00:00,0.28,34.06643,-118.22675,1,08,2017,19,-08:00,0.013999999999999999,0.037000000000000005,32.0,16.0,0.0
2017-09-07 07:00:00,0.32,34.06643,-118.22675,7,09,2017,07,-08:00,0.02,0.012,29.0,22.0,0.0
2017-08-11 04:00:00,0.27,34.06643,-118.22675,1,08,2017,04,-08:00,0.01,0.027000000000000003,26.0,10.0,0.0
2017-09-02 05:00:00,0.71,34.06643,-118.22675,2,09,2017,05,-08:00,0.054000000000000006,0.002,58.0,22.0,0.0
2017-09-01 23:00:00,0.27,34.06643,-118.22675,1,09,2017,23,-08:00,0.01,0.086,53.0,21.0,0.0
2017-09-07 08:00:00,0.38,34.06643,-118.22675,7,09,2017,08,-08:00,0.024,0.006,32.0,20.0,0.0
2017-09-12 07:00:00,0.29,34.06643,-118.22675,2,09,2017,07,-08:00,0.013000000000000001,0.021,27.0,22.0,0.0
2017-08-21 07:00:00,0.14,34.06643,-118.22675,1,08,2017,07,-08:00,0.006999999999999999,0.028999999999999998,17.0,11.0,0.0
2017-09-06 14:00:00,0.66,34.06643,-118.22675,6,09,2017,14,-08:00,0.027000000000000003,0.003,39.0,23.0,0.0
2017-09-26 03:00:00,0.49,34.06643,-118.22675,6,09,2017,03,-08:00,0.032,0.023,24.0,9.0,0.0
2017-08-21 21:00:00,0.18,34.06643,-118.22675,1,08,2017,21,-08:00,0.006999999999999999,0.049,33.0,12.0,0.0
2017-08-16 03:00:00,0.16,34.06643,-118.22675,6,08,2017,03,-08:00,0.009000000000000001,0.024,17.0,12.0,0.0
2017-09-30 04:00:00,0.37,34.06643,-118.22675,0,09,2017,04,-08:00,0.03,0.025,45.0,19.0,0.0
2017-08-21 12:00:00,0.19,34.06643,-118.22675,1,08,2017,12,-08:00,0.008,0.024,22.0,17.0,0.0
2017-09-05 10:00:00,0.25,34.06643,-118.22675,5,09,2017,10,-08:00,0.008,0.017,27.0,15.0,0.0
2017-09-06 04:00:00,0.34,34.06643,-118.22675,6,09,2017,04,-08:00,0.022000000000000002,0.013999999999999999,24.0,16.0,0.0
2017-09-02 18:00:00,0.26,34.06643,-118.22675,2,09,2017,18,-08:00,0.01,0.066,49.0,24.0,0.001
2017-08-21 03:00:00,0.13,34.06643,-118.22675,1,08,2017,03,-08:00,0.005,0.033,16.0,7.0,0.0
2017-09-07 09:00:00,0.37,34.06643,-118.22675,7,09,2017,09,-08:00,0.023,0.005,31.0,15.0,0.0
2017-08-16 12:00:00,0.14,34.06643,-118.22675,6,08,2017,12,-08:00,0.011000000000000001,0.019,16.0,9.0,0.0
2017-09-02 08:00:00,0.88,34.06643,-118.22675,2,09,2017,08,-08:00,0.05,0.002,57.0,27.0,0.001
2017-08-17 01:00:00,0.15,34.06643,-118.22675,7,08,2017,01,-08:00,0.006,0.036000000000000004,28.0,10.0,0.0
2017-08-11 09:00:00,0.44,34.06643,-118.22675,1,08,2017,09,-08:00,0.013999999999999999,0.01,28.0,16.0,0.0
2017-08-11 03:00:00,0.27,34.06643,-118.22675,1,08,2017,03,-08:00,0.011000000000000001,0.037000000000000005,31.0,14.0,0.0
2017-09-07 00:00:00,0.2,34.06643,-118.22675,7,09,2017,00,-08:00,0.011000000000000001,0.035,30.0,14.0,0.0
2017-09-02 02:00:00,0.33,34.06643,-118.22675,2,09,2017,02,-08:00,0.016,0.057,42.0,16.0,0.0
2017-08-16 17:00:00,0.26,34.06643,-118.22675,6,08,2017,17,-08:00,0.013999999999999999,0.027999999999999997,40.0,41.0,0.0
2017-09-05 02:00:00,0.2,34.06643,-118.22675,5,09,2017,02,-08:00,0.008,0.03,20.0,18.0,0.0
2017-09-02 01:00:00,0.26,34.06643,-118.22675,2,09,2017,01,-08:00,0.011000000000000001,0.068,43.0,15.0,0.0
2017-09-30 01:00:00,0.29,34.06643,-118.22675,0,09,2017,01,-08:00,0.017,0.049,41.0,14.0,0.0
2017-09-06 10:00:00,0.38,34.06643,-118.22675,6,09,2017,10,-08:00,0.028999999999999998,0.002,29.0,16.0,0.0
2017-08-16 08:00:00,0.13,34.06643,-118.22675,6,08,2017,08,-08:00,0.009000000000000001,0.021,16.0,9.0,0.0
2017-09-21 06:00:00,0.19,34.06643,-118.22675,1,09,2017,06,-08:00,0.006999999999999999,0.037000000000000005,32.0,18.0,0.0
2017-09-06 03:00:00,0.26,34.06643,-118.22675,6,09,2017,03,-08:00,0.013000000000000001,0.022000000000000002,17.0,16.0,0.0
2017-09-06 11:00:00,0.41,34.06643,-118.22675,6,09,2017,11,-08:00,0.028999999999999998,0.002,28.0,14.0,0.0
2017-09-07 06:00:00,0.34,34.06643,-118.22675,7,09,2017,06,-08:00,0.022000000000000002,0.013000000000000001,37.0,18.0,0.0
2017-09-02 11:00:00,0.51,34.06643,-118.22675,2,09,2017,11,-08:00,0.039,0.006999999999999999,49.0,23.0,0.002
2017-09-07 03:00:00,0.3,34.06643,-118.22675,7,09,2017,03,-08:00,0.025,0.017,42.0,22.0,0.0
2017-08-24 16:00:00,0.37,34.06643,-118.22675,4,08,2017,16,-08:00,0.023,0.017,59.0,39.0,0.0
2017-08-21 18:00:00,0.31,34.06643,-118.22675,1,08,2017,18,-08:00,0.015,0.032,43.0,23.0,0.0
2017-08-21 06:00:00,0.15,34.06643,-118.22675,1,08,2017,06,-08:00,0.006,0.028999999999999998,13.0,9.0,0.0
2017-09-01 00:00:00,0.35,34.06643,-118.22675,1,09,2017,00,-08:00,0.024,0.068,79.0,25.0,0.001
2017-11-02 14:00:00,0.23,34.06643,-118.22675,2,11,2017,14,-08:00,0.022000000000000002,0.018000000000000002,14.0,3.0,0.0
2017-09-05 01:00:00,0.18,34.06643,-118.22675,5,09,2017,01,-08:00,0.006,0.037000000000000005,27.0,16.0,0.0
2017-09-07 01:00:00,0.22,34.06643,-118.22675,7,09,2017,01,-08:00,0.012,0.034,32.0,17.0,0.0
2017-08-11 11:00:00,0.45,34.06643,-118.22675,1,08,2017,11,-08:00,0.016,0.008,28.0,15.0,0.0
2017-09-12 02:00:00,0.19,34.06643,-118.22675,2,09,2017,02,-08:00,0.012,0.037000000000000005,20.0,15.0,0.0
2017-09-01 18:00:00,0.55,34.06643,-118.22675,1,09,2017,18,-08:00,0.033,0.06,56.0,17.0,0.001
2017-09-21 14:00:00,0.2,34.06643,-118.22675,1,09,2017,14,-08:00,0.018000000000000002,0.022000000000000002,28.0,16.0,0.0
2017-09-07 05:00:00,0.34,34.06643,-118.22675,7,09,2017,05,-08:00,0.025,0.012,36.0,20.0,0.0
2017-09-01 01:00:00,0.19,34.06643,-118.22675,1,09,2017,01,-08:00,0.013000000000000001,0.055,50.0,7.0,0.0
2017-09-12 17:00:00,0.39,34.06643,-118.22675,2,09,2017,17,-08:00,0.015,0.031,33.0,23.0,0.0
2017-09-01 09:00:00,0.23,34.06643,-118.22675,1,09,2017,09,-08:00,0.031,0.01,40.0,25.0,0.001
2017-09-03 06:00:00,0.76,34.06643,-118.22675,3,09,2017,06,-08:00,0.045,0.003,55.0,28.0,0.001
2017-08-24 07:00:00,0.18,34.06643,-118.22675,4,08,2017,07,-08:00,0.009000000000000001,0.031,34.0,24.0,0.0
2017-09-12 18:00:00,0.25,34.06643,-118.22675,2,09,2017,18,-08:00,0.009000000000000001,0.044000000000000004,35.0,21.0,0.0
2017-09-01 14:00:00,0.8,34.06643,-118.22675,1,09,2017,14,-08:00,0.035,0.003,69.0,34.0,0.001
2017-09-12 14:00:00,0.33,34.06643,-118.22675,2,09,2017,14,-08:00,0.015,0.018000000000000002,27.0,20.0,0.0
2017-09-05 16:00:00,0.34,34.06643,-118.22675,5,09,2017,16,-08:00,0.01,0.03,29.0,20.0,0.0
2017-09-05 09:00:00,0.22,34.06643,-118.22675,5,09,2017,09,-08:00,0.006999999999999999,0.021,21.0,22.0,0.0
2017-09-03 08:00:00,0.67,34.06643,-118.22675,3,09,2017,08,-08:00,0.037000000000000005,0.011000000000000001,60.0,26.0,0.001
2017-09-01 13:00:00,0.45,34.06643,-118.22675,1,09,2017,13,-08:00,0.028999999999999998,0.002,38.0,22.0,0.001
2017-09-04 00:00:00,0.12,34.06643,-118.22675,4,09,2017,00,-08:00,0.006,0.028999999999999998,15.0,6.0,0.0
2017-09-02 07:00:00,0.77,34.06643,-118.22675,2,09,2017,07,-08:00,0.044000000000000004,0.013000000000000001,62.0,25.0,0.0
2017-09-01 17:00:00,0.41,34.06643,-118.22675,1,09,2017,17,-08:00,0.027000000000000003,0.051,49.0,15.0,0.0
2017-09-07 16:00:00,0.86,34.06643,-118.22675,7,09,2017,16,-08:00,0.046,0.008,79.0,42.0,0.001
2017-08-24 10:00:00,0.2,34.06643,-118.22675,4,08,2017,10,-08:00,0.009000000000000001,0.027000000000000003,31.0,22.0,0.0
2017-08-21 22:00:00,0.18,34.06643,-118.22675,1,08,2017,22,-08:00,0.006999999999999999,0.051,30.0,14.0,0.0
2017-09-01 12:00:00,0.34,34.06643,-118.22675,1,09,2017,12,-08:00,0.034,0.002,39.0,22.0,0.001
2017-08-24 02:00:00,0.19,34.06643,-118.22675,4,08,2017,02,-08:00,0.006,0.035,21.0,13.0,0.0
2017-09-07 22:00:00,0.23,34.06643,-118.22675,7,09,2017,22,-08:00,0.008,0.049,34.0,22.0,0.0
2017-09-21 13:00:00,0.2,34.06643,-118.22675,1,09,2017,13,-08:00,0.018000000000000002,0.019,28.0,9.0,0.0
2017-09-01 04:00:00,0.56,34.06643,-118.22675,1,09,2017,04,-08:00,0.045,0.008,60.0,22.0,0.0
2017-11-02 09:00:00,0.13,34.06643,-118.22675,2,11,2017,09,-08:00,0.008,0.03,18.0,9.0,0.0
2017-09-01 07:00:00,0.32,34.06643,-118.22675,1,09,2017,07,-08:00,0.03,0.009000000000000001,48.0,25.0,0.001
2017-08-17 00:00:00,0.16,34.06643,-118.22675,7,08,2017,00,-08:00,0.006,0.035,32.0,17.0,0.0
2017-08-16 23:00:00,0.16,34.06643,-118.22675,6,08,2017,23,-08:00,0.006999999999999999,0.039,35.0,16.0,0.0
2017-09-21 17:00:00,0.19,34.06643,-118.22675,1,09,2017,17,-08:00,0.01,0.021,21.0,15.0,0.0
2017-08-24 08:00:00,0.21,34.06643,-118.22675,4,08,2017,08,-08:00,0.01,0.027999999999999997,33.0,27.0,0.0
2017-08-24 03:00:00,0.19,34.06643,-118.22675,4,08,2017,03,-08:00,0.006,0.033,17.0,15.0,0.0
2017-08-24 14:00:00,0.33,34.06643,-118.22675,4,08,2017,14,-08:00,0.018000000000000002,0.017,49.0,46.0,0.0
2017-09-01 08:00:00,0.29,34.06643,-118.22675,1,09,2017,08,-08:00,0.027999999999999997,0.012,40.0,23.0,0.001
2017-09-12 16:00:00,0.41,34.06643,-118.22675,2,09,2017,16,-08:00,0.016,0.025,27.0,25.0,0.0
2017-08-21 00:00:00,0.14,34.06643,-118.22675,1,08,2017,00,-08:00,0.004,0.044000000000000004,22.0,11.0,0.0
2017-09-07 13:00:00,0.88,34.06643,-118.22675,7,09,2017,13,-08:00,0.023,0.001,49.0,25.0,0.0
2017-09-07 12:00:00,0.91,34.06643,-118.22675,7,09,2017,12,-08:00,0.025,0.002,39.0,21.0,0.0
2017-08-21 20:00:00,0.21,34.06643,-118.22675,1,08,2017,20,-08:00,0.01,0.042,30.0,16.0,0.0
2017-09-12 22:00:00,0.17,34.06643,-118.22675,2,09,2017,22,-08:00,0.006,0.05,21.0,12.0,0.0
2017-09-12 19:00:00,0.21,34.06643,-118.22675,2,09,2017,19,-08:00,0.006999999999999999,0.051,31.0,12.0,0.0
2017-09-03 03:00:00,0.56,34.06643,-118.22675,3,09,2017,03,-08:00,0.033,0.017,52.0,28.0,0.001
2017-09-06 17:00:00,0.51,34.06643,-118.22675,6,09,2017,17,-08:00,0.026000000000000002,0.022000000000000002,49.0,25.0,0.001
2017-09-03 02:00:00,0.57,34.06643,-118.22675,3,09,2017,02,-08:00,0.034,0.027000000000000003,48.0,25.0,0.001
2017-08-24 04:00:00,0.2,34.06643,-118.22675,4,08,2017,04,-08:00,0.006,0.032,23.0,15.0,0.0
2017-09-05 23:00:00,0.22,34.06643,-118.22675,5,09,2017,23,-08:00,0.006,0.04,22.0,17.0,0.0
2017-09-21 12:00:00,0.17,34.06643,-118.22675,1,09,2017,12,-08:00,0.013999999999999999,0.024,30.0,14.0,0.0
2017-09-12 20:00:00,0.18,34.06643,-118.22675,2,09,2017,20,-08:00,0.006,0.054000000000000006,30.0,14.0,0.0
2017-09-06 18:00:00,0.41,34.06643,-118.22675,6,09,2017,18,-08:00,0.022000000000000002,0.031,55.0,23.0,0.001
2017-09-07 15:00:00,0.65,34.06643,-118.22675,7,09,2017,15,-08:00,0.031,0.006999999999999999,56.0,41.0,0.0
2017-08-24 01:00:00,0.22,34.06643,-118.22675,4,08,2017,01,-08:00,0.006999999999999999,0.04,22.0,14.0,0.0
2017-08-24 11:00:00,0.2,34.06643,-118.22675,4,08,2017,11,-08:00,0.01,0.026000000000000002,33.0,25.0,0.0
2017-09-10 17:00:00,0.48,34.06643,-118.22675,0,09,2017,17,-08:00,0.023,0.045,42.0,20.0,0.0
2017-09-08 00:00:00,0.21,34.06643,-118.22675,8,09,2017,00,-08:00,0.006999999999999999,0.037000000000000005,31.0,16.0,0.0
2017-09-21 16:00:00,0.19,34.06643,-118.22675,1,09,2017,16,-08:00,0.011000000000000001,0.021,20.0,9.0,0.0
2017-09-03 12:00:00,0.14,34.06643,-118.22675,3,09,2017,12,-08:00,0.009000000000000001,0.021,138.0,24.0,0.0
2017-09-06 15:00:00,0.83,34.06643,-118.22675,6,09,2017,15,-08:00,0.035,0.005,59.0,28.0,0.001
2017-09-21 11:00:00,0.13,34.06643,-118.22675,1,09,2017,11,-08:00,0.006999999999999999,0.028999999999999998,23.0,15.0,0.0
2017-09-21 02:00:00,0.16,34.06643,-118.22675,1,09,2017,02,-08:00,0.006999999999999999,0.040999999999999995,27.0,19.0,0.0
2017-08-16 18:00:00,0.24,34.06643,-118.22675,6,08,2017,18,-08:00,0.011000000000000001,0.036000000000000004,43.0,28.0,0.0
2017-10-10 13:00:00,0.84,34.06643,-118.22675,0,10,2017,13,-08:00,0.039,0.002,48.0,13.0,0.0
2017-09-03 07:00:00,0.7,34.06643,-118.22675,3,09,2017,07,-08:00,0.046,0.005,50.0,25.0,0.001
2017-09-06 19:00:00,0.32,34.06643,-118.22675,6,09,2017,19,-08:00,0.018000000000000002,0.037000000000000005,49.0,21.0,0.001
2017-09-12 15:00:00,0.39,34.06643,-118.22675,2,09,2017,15,-08:00,0.015,0.022000000000000002,32.0,14.0,0.0
2017-09-21 10:00:00,0.16,34.06643,-118.22675,1,09,2017,10,-08:00,0.008,0.03,24.0,12.0,0.0
2017-09-05 17:00:00,0.3,34.06643,-118.22675,5,09,2017,17,-08:00,0.01,0.038,34.0,23.0,0.0
2017-09-10 09:00:00,0.5,34.06643,-118.22675,0,09,2017,09,-08:00,0.027999999999999997,0.004,25.0,13.0,0.0
2017-09-07 17:00:00,0.78,34.06643,-118.22675,7,09,2017,17,-08:00,0.040999999999999995,0.021,73.0,39.0,0.0
2017-09-01 10:00:00,0.23,34.06643,-118.22675,1,09,2017,10,-08:00,0.024,0.012,35.0,18.0,0.001
2017-10-10 00:00:00,0.4,34.06643,-118.22675,0,10,2017,00,-08:00,0.024,0.04,89.0,19.0,0.0
2017-11-02 04:00:00,0.1,34.06643,-118.22675,2,11,2017,04,-08:00,0.006,0.037000000000000005,13.0,7.0,0.0
